order_id,customer_id,product_id,quantity,order_date
931,916,4,3,2025-06-07
932,270,4,5,2025-07-21
933,348,6,10,2025-02-10
934,53,50,6,2025-04-23
935,324,99,9,2025-02-02
936,13,16,6,2025-06-27
937,484,54,4,2025-05-14
938,106,72,4,2025-03-31
939,241,70,6,2025-07-24
940,526,100,1,2025-09-15
941,632,76,4,2025-08-29
942,748,83,10,2025-03-06
943,535,100,4,2025-01-01
944,83,41,6,2025-06-24
945,698,76,5,2025-05-19
946,698,22,8,2025-06-20
947,857,29,3,2025-01-31
948,385,9,8,2025-07-02
949,627,10,4,2025-05-14
950,638,34,5,2025-06-20
951,390,10,1,2025-08-07
952,984,32,3,2025-01-13
953,867,41,10,2025-03-15
954,612,88,8,2025-01-01
955,53,42,3,2025-06-10
956,267,40,4,2025-06-22
957,590,76,3,2025-05-31
958,864,35,8,2025-06-29
959,647,30,8,2025-06-30
960,356,51,9,2025-01-15
961,319,75,6,2025-07-24
962,237,100,9,2025-03-04
963,997,47,4,2025-04-24
964,277,42,1,2025-06-11
965,221,42,7,2025-04-21
966,790,67,7,2025-07-18
967,887,52,3,2025-07-19
968,953,73,2,2025-06-06
969,787,51,7,2025-07-23
970,356,98,7,2025-06-13
971,606,22,7,2025-07-19
972,500,19,3,2025-06-17
973,514,45,7,2025-06-02
974,590,85,1,2025-01-30
975,879,84,8,2025-08-09
976,512,5,8,2025-02-16
977,334,85,7,2025-08-12
978,620,77,8,2025-09-01
979,762,52,6,2025-02-15
980,475,86,10,2025-07-14
981,714,49,8,2025-09-08
982,278,27,7,2025-04-06
983,902,64,3,2025-04-01
984,804,74,1,2025-02-17
985,723,24,6,2025-02-01
986,154,42,9,2025-02-15
987,849,6,2,2025-02-20
988,383,69,2,2025-08-02
989,510,50,2,2025-01-10
990,348,73,4,2025-02-24
991,4,93,7,2025-03-08
992,773,50,8,2025-03-01
993,889,71,9,2025-05-19
994,577,17,10,2025-01-26
995,402,54,1,2025-04-26
996,586,48,6,2025-04-14
997,955,77,3,2025-01-21
998,723,17,9,2025-03-09
999,634,100,5,2025-05-24
1000,555,44,10,2025-07-26
1001,613,70,5,2025-03-13
1002,756,32,6,2025-08-30
1003,765,7,9,2025-06-08
1004,513,59,2,2025-02-25
1005,218,52,10,2025-08-13
1006,890,18,8,2025-06-14
1007,640,31,4,2025-05-17
1008,987,88,8,2025-01-04
1009,889,45,10,2025-03-08
1010,388,28,1,2025-06-13
1011,101,84,9,2025-04-12
1012,274,24,3,2025-01-30
1013,388,72,6,2025-02-19
1014,597,27,8,2025-02-09
1015,462,70,9,2025-07-01
1016,613,15,1,2025-01-16
1017,274,26,2,2025-05-08
1018,646,19,3,2025-07-18
1019,584,52,7,2025-05-30
1020,513,47,9,2025-02-04
1021,687,15,9,2025-05-13
1022,748,43,4,2025-04-03
1023,110,48,1,2025-02-04
1024,129,6,1,2025-08-10
1025,167,23,10,2025-07-12
1026,416,43,4,2025-03-12
1027,23,88,1,2025-03-16
1028,110,60,9,2025-03-02
1029,490,27,7,2025-07-17
1030,309,90,1,2025-08-10
1031,611,41,1,2025-01-28
1032,747,73,8,2025-06-14
1033,672,94,3,2025-07-06
1034,750,60,3,2025-04-14
1035,120,47,3,2025-05-28
1036,864,58,7,2025-01-29
1037,431,32,4,2025-05-21
1038,162,98,9,2025-06-02
1039,607,23,1,2025-05-17
1040,948,57,6,2025-04-19
1041,655,10,3,2025-06-13
1042,658,67,6,2025-03-01
1043,738,27,10,2025-04-24
1044,565,26,1,2025-05-18
1045,526,9,5,2025-08-16
1046,778,58,8,2025-09-02
1047,322,38,1,2025-08-12
1048,239,42,1,2025-05-03
1049,960,90,5,2025-06-12
1050,265,48,9,2025-02-20
1051,698,8,7,2025-04-05
1052,98,95,7,2025-07-08
1053,813,50,7,2025-02-14
1054,933,80,9,2025-06-08
1055,134,88,3,2025-08-24
1056,570,61,7,2025-06-03
1057,489,66,6,2025-02-22
1058,64,32,10,2025-01-04
1059,250,9,5,2025-07-15
1060,947,21,9,2025-04-29
1061,110,22,7,2025-01-06
1062,299,80,2,2025-04-10
1063,392,4,5,2025-02-03
1064,388,24,2,2025-04-21
1065,700,10,9,2025-05-02
1066,11,48,8,2025-02-22
1067,223,63,5,2025-01-24
1068,324,33,5,2025-03-07
1069,52,83,5,2025-08-31
1070,391,83,4,2025-03-08
1071,546,90,1,2025-03-19
1072,494,35,10,2025-01-04
1073,765,35,5,2025-09-18
1074,213,61,7,2025-01-08
1075,210,54,5,2025-05-22
1076,528,6,5,2025-01-18
1077,81,28,9,2025-08-12
1078,960,52,1,2025-07-28
1079,173,44,8,2025-05-07
1080,815,75,5,2025-06-04
1081,370,53,5,2025-06-17
1082,236,42,10,2025-08-13
1083,897,72,5,2025-04-14
1084,560,44,7,2025-02-02
1085,204,62,4,2025-05-14
1086,143,26,9,2025-05-31
1087,582,47,10,2025-08-11
1088,479,42,9,2025-07-12
1089,289,78,10,2025-05-14
1090,972,26,1,2025-03-06
1091,494,33,7,2025-01-01
1092,721,32,1,2025-02-21
1093,859,34,7,2025-01-20
1094,61,74,10,2025-05-11
1095,721,28,6,2025-09-16
1096,259,58,4,2025-05-14
1097,27,86,4,2025-04-02
1098,389,8,6,2025-04-13
1099,218,18,5,2025-01-11
1100,708,41,10,2025-07-07
1101,296,29,10,2025-03-08
1102,988,72,8,2025-02-07
1103,487,78,7,2025-07-05
1104,38,18,4,2025-01-08
1105,537,78,5,2025-07-13
1106,753,9,6,2025-03-05
1107,872,87,1,2025-05-25
1108,129,9,5,2025-08-06
1109,787,61,9,2025-06-08
1110,810,40,7,2025-02-06
1111,684,31,8,2025-06-14
1112,137,13,3,2025-03-29
1113,276,26,3,2025-05-30
1114,726,34,9,2025-07-30
1115,278,39,9,2025-06-21
1116,803,30,7,2025-01-18
1117,906,38,4,2025-01-21
1118,750,36,4,2025-05-12
1119,383,7,9,2025-01-12
1120,52,86,9,2025-03-23
1121,431,97,7,2025-04-18
1122,601,15,1,2025-07-10
1123,85,35,1,2025-03-22
1124,404,59,8,2025-02-15
1125,386,93,3,2025-06-09
1126,267,5,7,2025-09-14
1127,673,71,6,2025-02-18
1128,191,38,6,2025-01-15
1129,902,45,10,2025-01-27
1130,828,36,7,2025-05-22
1131,479,54,10,2025-08-22
1132,471,44,3,2025-09-08
1133,831,75,8,2025-06-21
1134,725,34,6,2025-03-08
1135,813,76,6,2025-08-29
1136,109,90,1,2025-05-28
1137,760,3,3,2025-07-12
1138,416,91,4,2025-05-25
1139,649,98,6,2025-02-22
1140,819,50,5,2025-04-10
1141,670,94,6,2025-08-26
1142,405,43,3,2025-09-08
1143,262,47,7,2025-07-01
1144,503,65,5,2025-06-04
1145,850,79,9,2025-08-18
1146,784,91,2,2025-03-16
1147,244,43,5,2025-05-21
1148,467,39,5,2025-05-08
1149,247,47,5,2025-05-11
1150,172,86,10,2025-08-05
1151,873,68,2,2025-05-18
1152,537,94,5,2025-03-15
1153,213,78,7,2025-02-17
1154,341,56,2,2025-07-07
1155,325,64,4,2025-04-02
1156,385,33,9,2025-06-26
1157,296,56,5,2025-06-30
1158,682,31,4,2025-08-24
1159,39,88,1,2025-09-08
1160,975,54,10,2025-07-19
1161,400,79,4,2025-01-13
1162,440,52,6,2025-06-19
1163,789,88,6,2025-05-12
1164,737,12,7,2025-05-31
1165,758,5,5,2025-01-31
1166,794,71,3,2025-06-20
1167,653,77,9,2025-01-27
1168,646,50,2,2025-01-11
1169,205,8,4,2025-05-20
1170,561,73,5,2025-04-09
1171,877,22,6,2025-04-15
1172,376,38,2,2025-03-01
1173,894,66,6,2025-08-07
1174,256,15,10,2025-02-20
1175,550,4,5,2025-04-17
1176,363,81,2,2025-03-24
1177,426,88,5,2025-06-19
1178,580,54,6,2025-02-26
1179,360,99,6,2025-07-03
1180,97,75,3,2025-05-04
1181,327,91,8,2025-08-16
1182,652,39,2,2025-03-02
1183,568,85,3,2025-02-26
1184,192,27,3,2025-01-05
1185,285,74,7,2025-04-04
1186,991,9,5,2025-03-15
1187,471,76,3,2025-09-07
1188,876,89,5,2025-03-02
1189,239,31,5,2025-04-14
1190,879,39,6,2025-03-06
1191,985,54,6,2025-05-17
1192,819,54,5,2025-01-03
1193,457,37,10,2025-03-17
1194,542,67,6,2025-07-14
1195,857,29,8,2025-07-27
1196,692,10,1,2025-04-29
1197,805,74,10,2025-03-28
1198,722,21,8,2025-02-21
1199,896,6,8,2025-04-09
1200,89,46,4,2025-08-31
1201,370,3,10,2025-08-03
1202,772,8,7,2025-09-06
1203,592,14,3,2025-01-13
1204,828,4,8,2025-05-28
1205,290,34,5,2025-01-27
1206,838,72,2,2025-04-03
1207,382,86,7,2025-06-29
1208,227,76,6,2025-08-14
1209,363,79,8,2025-04-04
1210,443,12,6,2025-02-15
1211,531,30,7,2025-07-10
1212,966,65,4,2025-08-07
1213,833,95,3,2025-04-11
1214,519,43,9,2025-05-14
1215,697,30,7,2025-07-20
1216,232,57,9,2025-02-15
1217,464,78,2,2025-04-14
1218,828,95,4,2025-01-10
1219,862,83,7,2025-05-09
1220,579,97,8,2025-02-14
1221,421,27,5,2025-02-23
1222,228,25,3,2025-02-03
1223,381,94,1,2025-07-29
1224,880,12,1,2025-05-12
1225,462,97,2,2025-08-22
1226,392,55,1,2025-02-01
1227,677,91,1,2025-02-24
1228,44,91,8,2025-05-16
1229,339,97,2,2025-08-09
1230,257,82,1,2025-08-14
1231,444,51,9,2025-09-06
1232,991,73,4,2025-01-30
1233,727,94,5,2025-06-26
1234,855,78,10,2025-01-24
1235,432,84,4,2025-04-13
1236,47,94,7,2025-04-12
1237,299,32,9,2025-03-28
1238,517,90,4,2025-08-09
1239,124,96,2,2025-02-03
1240,711,80,7,2025-03-22
1241,335,67,7,2025-06-13
1242,831,71,4,2025-03-04
1243,461,53,6,2025-06-14
1244,182,91,6,2025-07-16
1245,361,81,7,2025-02-25
1246,928,65,1,2025-06-02
1247,489,44,4,2025-09-15
1248,244,10,4,2025-07-21
1249,98,28,4,2025-09-08
1250,562,70,5,2025-03-08
1251,498,30,10,2025-07-07
1252,608,6,5,2025-04-12
1253,932,38,8,2025-08-12
1254,846,61,5,2025-01-14
1255,495,98,10,2025-01-16
1256,518,10,8,2025-03-13
1257,737,80,5,2025-04-25
1258,201,15,5,2025-06-29
1259,690,15,6,2025-05-21
1260,257,22,7,2025-06-22
1261,619,8,7,2025-04-14
1262,99,98,5,2025-08-23
1263,889,91,8,2025-02-25
1264,552,52,5,2025-04-04
1265,676,75,10,2025-01-17
1266,14,87,10,2025-08-04
1267,907,100,10,2025-01-03
1268,422,73,5,2025-07-01
1269,59,63,8,2025-02-23
1270,268,56,4,2025-06-09
1271,254,59,1,2025-01-25
1272,388,6,6,2025-01-28
1273,990,55,9,2025-03-11
1274,323,72,4,2025-05-10
1275,238,23,7,2025-05-26
1276,444,65,10,2025-06-10
1277,437,14,9,2025-07-31
1278,56,12,1,2025-05-09
1279,395,61,7,2025-09-10
1280,111,83,3,2025-05-08
1281,830,8,10,2025-04-16
1282,149,3,9,2025-01-15
1283,144,22,9,2025-09-05
1284,788,22,8,2025-05-26
1285,123,85,2,2025-06-22
1286,102,95,2,2025-07-05
1287,252,27,8,2025-06-20
1288,500,84,10,2025-04-08
1289,331,89,7,2025-09-03
1290,910,4,9,2025-02-28
1291,314,94,3,2025-06-26
1292,233,38,7,2025-01-18
1293,87,58,9,2025-07-10
1294,37,98,6,2025-08-15
1295,35,67,5,2025-06-24
1296,831,71,9,2025-01-09
1297,768,27,3,2025-09-03
1298,531,79,9,2025-03-05
1299,348,22,2,2025-08-08
1300,757,97,5,2025-08-21
1301,891,18,7,2025-02-27
1302,778,2,4,2025-08-02
1303,760,60,9,2025-08-10
1304,867,57,8,2025-04-17
1305,545,86,6,2025-05-10
1306,727,90,4,2025-05-23
1307,642,10,3,2025-01-04
1308,900,21,8,2025-01-10
1309,217,96,10,2025-04-14
1310,341,86,6,2025-02-21
1311,110,57,3,2025-03-07
1312,726,31,3,2025-03-07
1313,290,33,1,2025-07-09
1314,113,61,1,2025-09-01
1315,808,35,9,2025-03-23
1316,23,83,2,2025-07-18
1317,506,52,5,2025-09-03
1318,105,23,6,2025-02-18
1319,169,63,9,2025-06-27
1320,535,47,6,2025-07-01
1321,29,64,3,2025-03-07
1322,397,74,1,2025-03-25
1323,186,38,4,2025-08-10
1324,790,64,9,2025-05-20
1325,416,72,4,2025-02-13
1326,515,58,4,2025-02-28
1327,717,3,8,2025-08-10
1328,91,52,8,2025-05-05
1329,596,31,3,2025-01-13
1330,449,5,9,2025-04-21
1331,687,5,8,2025-06-17
1332,806,12,4,2025-05-05
1333,300,11,7,2025-05-12
1334,568,24,6,2025-07-09
1335,596,53,6,2025-02-28
1336,75,62,6,2025-02-09
1337,214,76,1,2025-04-01
1338,694,15,3,2025-08-25
1339,485,81,9,2025-01-01
1340,665,74,4,2025-01-12
1341,315,56,5,2025-01-04
1342,94,23,3,2025-03-30
1343,985,11,4,2025-03-18
1344,326,88,1,2025-05-24
1345,447,20,1,2025-04-04
1346,940,92,5,2025-03-15
1347,675,40,2,2025-08-18
1348,544,27,3,2025-04-13
1349,753,97,7,2025-05-25
1350,546,19,10,2025-03-15
1351,361,92,8,2025-01-03
1352,267,34,4,2025-07-27
1353,803,28,8,2025-06-18
1354,572,24,6,2025-07-09
1355,475,59,8,2025-01-12
1356,950,54,10,2025-09-10
1357,635,61,5,2025-07-03
1358,5,17,7,2025-03-13
1359,468,92,10,2025-06-03
1360,503,1,6,2025-02-12
1361,875,50,5,2025-01-02
1362,382,48,6,2025-06-11
1363,815,72,4,2025-02-08
1364,854,13,10,2025-06-24
1365,281,75,2,2025-09-03
1366,514,67,2,2025-08-11
1367,448,65,1,2025-08-10
1368,166,67,9,2025-06-04
1369,720,26,7,2025-04-09
1370,515,86,9,2025-06-02
1371,743,80,4,2025-02-04
1372,27,61,6,2025-06-27
1373,129,33,7,2025-04-14
1374,415,92,10,2025-03-12
1375,921,9,7,2025-08-10
1376,704,76,10,2025-07-12
1377,114,79,6,2025-05-14
1378,522,35,9,2025-03-25
1379,284,12,10,2025-02-18
1380,893,86,1,2025-05-23
1381,993,34,10,2025-02-05
1382,576,50,10,2025-05-05
1383,611,32,3,2025-03-01
1384,37,79,1,2025-02-13
1385,869,29,8,2025-06-19
1386,134,84,3,2025-06-14
1387,974,93,8,2025-04-04
1388,782,28,10,2025-02-22
1389,750,82,4,2025-04-23
1390,318,87,2,2025-08-03
1391,292,13,1,2025-07-31
1392,521,63,3,2025-05-26
1393,456,37,9,2025-01-17
1394,873,58,7,2025-01-13
1395,886,65,10,2025-03-26
1396,541,83,1,2025-08-30
1397,90,58,10,2025-05-31
1398,648,16,8,2025-03-11
1399,323,96,2,2025-07-13
1400,704,7,10,2025-07-05
1401,939,79,6,2025-04-08
1402,607,29,9,2025-08-28
1403,620,15,5,2025-07-26
1404,937,54,9,2025-04-17
1405,715,56,8,2025-06-05
1406,727,47,1,2025-03-29
1407,130,35,7,2025-09-06
1408,375,69,10,2025-01-23
1409,214,78,7,2025-07-31
1410,589,42,1,2025-08-01
1411,56,95,5,2025-01-31
1412,887,31,4,2025-07-11
1413,787,69,8,2025-04-13
1414,475,70,9,2025-03-12
1415,380,71,8,2025-01-03
1416,792,95,7,2025-08-24
1417,112,33,8,2025-08-14
1418,357,92,3,2025-04-25
1419,431,62,4,2025-05-20
1420,137,57,10,2025-08-12
1421,931,18,5,2025-05-23
1422,972,60,7,2025-02-18
1423,152,28,7,2025-09-17
1424,805,19,3,2025-05-15
1425,898,41,2,2025-02-14
1426,944,17,5,2025-07-11
1427,907,9,10,2025-07-17
1428,82,58,1,2025-05-09
1429,214,82,1,2025-04-02
1430,758,22,4,2025-07-24
1431,711,11,2,2025-05-09
1432,192,25,4,2025-05-15
1433,89,92,10,2025-04-10
1434,493,49,8,2025-06-27
1435,350,33,5,2025-05-10
1436,875,42,8,2025-03-19
1437,226,72,7,2025-07-21
1438,387,38,7,2025-01-04
1439,233,85,7,2025-07-08
1440,753,69,10,2025-02-05
1441,222,43,9,2025-01-20
1442,256,78,5,2025-04-29
1443,611,90,5,2025-08-31
1444,271,44,10,2025-07-04
1445,866,50,3,2025-08-24
1446,386,92,5,2025-04-21
1447,140,45,8,2025-08-08
1448,632,89,5,2025-06-02
1449,376,2,2,2025-01-14
1450,153,98,1,2025-04-16
1451,101,13,3,2025-05-04
1452,594,15,6,2025-08-09
1453,1000,37,3,2025-08-21
1454,290,48,6,2025-01-31
1455,323,99,9,2025-07-03
1456,683,14,3,2025-07-28
1457,296,79,7,2025-05-06
1458,112,87,1,2025-07-07
1459,47,34,9,2025-05-04
1460,234,70,6,2025-02-28
1461,301,30,8,2025-05-15
1462,914,59,2,2025-08-07
1463,478,63,8,2025-03-10
1464,907,65,10,2025-08-15
1465,80,58,10,2025-06-10
1466,652,4,5,2025-08-24
1467,946,80,8,2025-01-04
1468,642,21,8,2025-07-08
1469,549,8,3,2025-08-11
1470,689,12,3,2025-07-14
1471,548,52,10,2025-01-13
1472,853,21,8,2025-08-21
1473,130,12,10,2025-03-06
1474,982,58,1,2025-08-21
1475,508,11,10,2025-07-15
1476,845,2,4,2025-01-09
1477,996,38,2,2025-01-29
1478,202,60,8,2025-06-29
1479,2,59,9,2025-08-10
1480,411,72,4,2025-01-07
1481,609,27,5,2025-05-23
1482,897,54,8,2025-03-12
1483,820,57,2,2025-04-01
1484,959,67,8,2025-05-03
1485,831,30,3,2025-09-17
1486,275,13,9,2025-06-20
1487,526,80,2,2025-08-15
1488,742,52,7,2025-05-30
1489,699,60,1,2025-02-04
1490,872,80,6,2025-09-07
1491,70,71,10,2025-06-14
1492,128,17,2,2025-07-21
1493,836,85,2,2025-04-16
1494,60,47,2,2025-05-11
1495,836,13,4,2025-04-05
1496,485,84,3,2025-07-08
1497,33,26,3,2025-06-18
1498,168,8,10,2025-01-08
1499,489,95,1,2025-05-01
1500,564,15,2,2025-01-22
1501,160,64,7,2025-09-05
1502,367,15,2,2025-01-02
1503,494,12,7,2025-08-08
1504,982,24,4,2025-02-26
1505,591,65,10,2025-07-16
1506,794,97,2,2025-08-23
1507,207,59,3,2025-08-03
1508,16,44,8,2025-08-06
1509,930,39,10,2025-04-26
1510,596,78,1,2025-01-25
1511,717,37,3,2025-08-27
1512,141,63,4,2025-07-08
1513,18,32,7,2025-01-04
1514,857,81,5,2025-01-16
1515,413,50,4,2025-08-15
1516,49,30,6,2025-01-18
1517,760,89,4,2025-08-31
1518,348,45,3,2025-05-26
1519,579,44,5,2025-01-04
1520,626,5,1,2025-08-28
1521,581,62,6,2025-05-14
1522,496,18,3,2025-05-26
1523,110,39,8,2025-07-03
1524,892,66,3,2025-08-22
1525,840,7,7,2025-08-21
1526,79,33,5,2025-05-01
1527,532,8,1,2025-03-24
1528,987,53,4,2025-02-17
1529,490,85,3,2025-05-09
1530,556,84,10,2025-05-24
1531,894,39,4,2025-05-23
1532,184,77,1,2025-01-09
1533,622,25,5,2025-08-20
1534,485,71,10,2025-04-10
1535,81,17,1,2025-04-28
1536,940,34,8,2025-07-19
1537,76,98,9,2025-08-10
1538,735,34,7,2025-02-02
1539,180,63,7,2025-07-15
1540,379,87,6,2025-06-20
1541,726,33,8,2025-03-18
1542,785,63,2,2025-07-01
1543,980,48,6,2025-02-11
1544,995,35,9,2025-03-21
1545,955,30,10,2025-03-02
1546,87,98,1,2025-03-01
1547,736,61,3,2025-07-01
1548,775,78,8,2025-08-07
1549,46,3,2,2025-06-26
1550,756,51,3,2025-04-22
1551,346,88,5,2025-02-24
1552,848,37,6,2025-07-27
1553,783,40,3,2025-06-14
1554,988,2,1,2025-09-15
1555,89,65,1,2025-06-23
1556,971,86,3,2025-03-23
1557,289,62,10,2025-05-04
1558,743,16,3,2025-01-19
1559,712,85,1,2025-06-05
1560,921,97,6,2025-04-02
1561,192,59,5,2025-04-07
1562,913,46,4,2025-06-12
1563,420,92,6,2025-05-30
1564,320,9,3,2025-09-11
1565,829,10,1,2025-05-13
1566,92,53,6,2025-01-13
1567,706,81,10,2025-01-10
1568,363,7,3,2025-05-21
1569,703,84,9,2025-05-28
1570,811,61,4,2025-02-14
1571,257,99,5,2025-03-26
1572,673,14,1,2025-01-01
1573,989,84,3,2025-09-13
1574,928,52,1,2025-08-11
1575,512,72,7,2025-06-14
1576,252,92,1,2025-01-30
1577,369,12,7,2025-01-11
1578,485,55,7,2025-06-29
1579,626,84,10,2025-03-17
1580,936,55,10,2025-03-26
1581,918,45,10,2025-09-13
1582,884,26,8,2025-03-10
1583,923,87,2,2025-06-17
1584,899,42,10,2025-07-07
1585,28,58,2,2025-01-13
1586,215,70,3,2025-01-08
1587,454,38,3,2025-06-17
1588,25,35,10,2025-05-25
1589,613,35,7,2025-08-19
1590,95,37,9,2025-07-31
1591,143,51,10,2025-05-23
1592,972,25,4,2025-06-05
1593,626,82,8,2025-01-28
1594,99,94,6,2025-04-28
1595,179,15,2,2025-05-29
1596,282,36,2,2025-04-06
1597,27,52,4,2025-03-13
1598,511,6,1,2025-02-21
1599,519,66,5,2025-01-16
1600,29,24,6,2025-05-12
1601,386,59,10,2025-08-03
1602,635,23,8,2025-05-03
1603,6,18,1,2025-02-01
1604,890,75,2,2025-02-13
1605,53,83,6,2025-09-07
1606,625,52,10,2025-09-04
1607,417,94,3,2025-08-20
1608,449,60,2,2025-08-15
1609,306,59,1,2025-05-20
1610,416,40,6,2025-07-11
1611,985,45,9,2025-08-23
1612,631,75,8,2025-07-15
1613,956,65,6,2025-09-16
1614,133,4,8,2025-08-20
1615,919,19,1,2025-09-11
1616,882,45,7,2025-06-06
1617,398,60,10,2025-01-18
1618,101,47,10,2025-04-02
1619,101,71,9,2025-08-12
1620,217,82,1,2025-04-09
1621,269,74,5,2025-05-07
1622,181,21,3,2025-01-09
1623,611,87,10,2025-08-19
1624,547,54,3,2025-07-06
1625,954,46,8,2025-01-27
1626,879,44,10,2025-01-12
1627,703,89,8,2025-09-03
1628,802,49,8,2025-03-08
1629,171,95,5,2025-05-25
1630,78,40,10,2025-04-07
1631,197,66,4,2025-04-17
1632,547,19,1,2025-02-21
1633,170,66,3,2025-05-14
1634,391,31,3,2025-08-05
1635,835,80,2,2025-05-26
1636,130,28,3,2025-02-09
1637,521,47,9,2025-04-26
1638,914,20,4,2025-09-04
1639,152,59,7,2025-02-18
1640,68,22,6,2025-02-16
1641,438,77,1,2025-02-18
1642,450,3,8,2025-06-05
1643,808,90,10,2025-06-01
1644,123,89,7,2025-05-23
1645,175,86,8,2025-03-27
1646,493,55,9,2025-05-24
1647,317,41,2,2025-06-07
1648,467,64,10,2025-07-08
1649,617,86,2,2025-06-11
1650,666,41,5,2025-01-22
1651,635,94,9,2025-05-21
1652,492,24,9,2025-04-24
1653,312,42,3,2025-06-12
1654,617,67,8,2025-02-20
1655,428,84,7,2025-05-15
1656,456,25,1,2025-04-29
1657,633,46,4,2025-07-19
1658,818,54,8,2025-08-19
1659,15,17,2,2025-02-15
1660,794,58,6,2025-07-21
1661,696,60,6,2025-07-18
1662,93,44,2,2025-06-22
1663,974,33,2,2025-05-25
1664,845,17,5,2025-07-14
1665,226,17,3,2025-04-24
1666,34,11,4,2025-06-27
1667,882,39,6,2025-01-22
1668,233,11,3,2025-01-18
1669,77,14,6,2025-07-06
1670,732,64,5,2025-05-08
1671,659,8,9,2025-03-22
1672,243,61,4,2025-01-08
1673,168,47,6,2025-07-11
1674,288,55,9,2025-07-21
1675,243,31,10,2025-07-12
1676,213,24,9,2025-01-21
1677,569,31,3,2025-02-14
1678,638,35,3,2025-08-15
1679,778,33,8,2025-08-05
1680,52,63,4,2025-03-25
1681,783,89,6,2025-04-10
1682,2,7,7,2025-06-18
1683,135,86,5,2025-04-06
1684,559,33,9,2025-03-07
1685,865,86,4,2025-09-07
1686,570,92,10,2025-02-28
1687,792,98,5,2025-03-14
1688,432,73,4,2025-06-15
1689,218,81,8,2025-08-19
1690,121,93,8,2025-05-08
1691,253,1,9,2025-02-08
1692,168,58,6,2025-03-10
1693,23,39,3,2025-05-31
1694,278,24,9,2025-01-22
1695,355,97,5,2025-08-30
1696,836,6,6,2025-02-10
1697,499,18,5,2025-05-07
1698,192,61,8,2025-02-04
1699,254,79,6,2025-01-01
1700,759,94,9,2025-09-03
1701,207,29,7,2025-01-11
1702,219,78,10,2025-02-16
1703,965,47,9,2025-03-18
1704,258,7,3,2025-09-10
1705,824,74,9,2025-02-02
1706,23,27,3,2025-05-21
1707,7,25,4,2025-03-11
1708,203,15,9,2025-04-30
1709,294,75,7,2025-01-03
1710,540,52,4,2025-01-19
1711,788,18,9,2025-07-22
1712,512,55,4,2025-03-11
1713,978,63,9,2025-07-27
1714,365,12,3,2025-05-20
1715,891,49,9,2025-02-09
1716,496,64,8,2025-03-02
1717,371,63,4,2025-07-27
1718,239,3,10,2025-03-15
1719,569,57,4,2025-01-22
1720,9,35,6,2025-07-09
1721,855,70,8,2025-02-17
1722,893,39,1,2025-03-23
1723,272,24,3,2025-07-10
1724,496,37,4,2025-01-07
1725,41,9,6,2025-04-07
1726,149,59,7,2025-01-17
1727,64,95,7,2025-03-22
1728,937,76,1,2025-03-17
1729,909,82,7,2025-01-01
1730,575,11,3,2025-02-03
1731,291,35,2,2025-06-11
1732,110,99,7,2025-06-16
1733,253,99,8,2025-07-28
1734,696,53,3,2025-08-30
1735,805,55,4,2025-01-10
1736,823,77,6,2025-08-29
1737,255,14,8,2025-03-06
1738,761,56,3,2025-03-05
1739,106,6,9,2025-07-13
1740,117,40,6,2025-03-04
1741,900,23,7,2025-07-25
1742,938,67,8,2025-04-11
1743,432,76,6,2025-07-23
1744,421,55,5,2025-02-25
1745,146,88,6,2025-08-08
1746,717,18,5,2025-04-03
1747,262,92,5,2025-06-14
1748,333,62,8,2025-09-03
1749,682,66,9,2025-04-08
1750,242,45,6,2025-07-06
1751,467,31,1,2025-08-03
1752,998,78,2,2025-05-21
1753,266,79,4,2025-08-19
1754,444,13,3,2025-07-13
1755,517,26,2,2025-01-06
1756,49,77,10,2025-06-16
1757,811,67,1,2025-05-05
1758,662,7,6,2025-06-25
1759,48,38,7,2025-08-20
1760,935,10,5,2025-09-10
1761,171,61,9,2025-03-19
1762,177,46,5,2025-06-10
1763,730,13,5,2025-06-10
1764,272,37,2,2025-06-25
1765,516,11,8,2025-07-03
1766,330,55,7,2025-07-25
1767,111,76,2,2025-08-24
1768,370,80,8,2025-04-22
1769,621,28,8,2025-02-08
1770,68,55,2,2025-07-22
1771,489,20,8,2025-05-04
1772,707,44,7,2025-04-29
1773,332,34,7,2025-09-03
1774,504,92,10,2025-02-14
1775,999,99,3,2025-07-08
1776,733,20,1,2025-06-05
1777,708,22,8,2025-06-14
1778,365,39,6,2025-07-03
1779,354,58,7,2025-08-13
1780,151,27,9,2025-06-18
1781,585,67,9,2025-07-24
1782,595,74,4,2025-04-02
1783,91,25,10,2025-08-24
1784,5,61,6,2025-06-27
1785,744,47,10,2025-04-16
1786,152,98,7,2025-05-18
1787,749,89,5,2025-06-10
1788,184,29,7,2025-03-03
1789,22,100,2,2025-06-17
1790,20,2,7,2025-09-03
1791,338,10,9,2025-07-04
1792,530,6,2,2025-05-25
1793,472,33,5,2025-06-13
1794,292,66,8,2025-07-27
1795,476,9,10,2025-05-07
1796,571,48,5,2025-02-01
1797,294,64,9,2025-06-02
1798,620,71,3,2025-06-06
1799,793,15,6,2025-02-16
1800,985,42,6,2025-05-29
1801,85,43,4,2025-04-10
1802,666,24,4,2025-07-31
1803,476,97,6,2025-08-14
1804,988,83,5,2025-05-08
1805,79,18,2,2025-04-03
1806,611,19,9,2025-03-10
1807,439,58,3,2025-05-07
